id,title,stage,stage_name,goals,formats,psychology,sources,principle,actions,metrics,keywords,related_strategies,path,relationship_focus,safety_boundary
IGS-S8-09,每月做来源组合审计,S8,关系复盘与迭代策略,发现合适陌生人；建立长期朋友关系；形成可信专业感,Reels 策略；Story 策略；社群/圈层策略,提升专业感；提升安全感；提升持续关注理由,SPROUT_INSTAGRAM_STRATEGY；HOOTSUITE_INSTAGRAM_RESOURCES；SPROUT_SOCIAL_GUIDES,关系复盘要看互动质量、信任信号和边界是否被尊重，而不只看数量。增长来自多种来源组合：推荐、搜索、评论、合作、Story 和长期互动对象互动都要被看见。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每月把新增关注按来源内容、搜索、互动、合作、小资源和推荐分组。；看哪类来源带来的对方后续互动更高，而不是只看数量。；下一月预算时间优先给高质量来源，而不是盲目追最高曝光。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,来源新增关注；来源后续互动率；来源私信质量；对方主动回应率；重复互动率,来源审计；增长来源；复盘；质量关注；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S7-05；IGS-S9-09；IGS-S8-08,cards/IGS-S8-09.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-01,建立官方学习路径,S9,学习提升策略,形成可信专业感；提升主页可信感；发现合适陌生人,Reels 策略；Live 策略；Bio 策略,提升专业感；提升安全感；提升持续关注理由,META_BLUEPRINT；GOOGLE_SKILLSHOP_DIGITAL_MARKETING；META_SOCIAL_CERT,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。平台基础、数字营销和社媒体系要从官方与系统课程补齐，避免只听碎片经验。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,先学 Meta Instagram marketing 和 Google 数字营销基础，再补 Meta 社媒证书。；每学完一个模块，转成一条账号 SOP 或复盘清单。；把学习成果转成内容，但要结合自己的实践，不做搬运式总结。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,学习模块完成数；关系推进为 SOP 的数量；学习内容带来的互动；对方主动回应率；重复互动率,学习路径；官方课程；Meta；Google Skillshop；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-09；IGS-S9-09；IGS-S9-G01,cards/IGS-S9-01.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-02,建立平台更新观察机制,S9,学习提升策略,发现合适陌生人；形成可信专业感；建立长期朋友关系,Reels 策略；Story 策略；Carousel 策略,提升专业感；提升持续关注理由；提升安全感,INSTAGRAM_BEST_PRACTICES；HOOTSUITE_INSTAGRAM_RESOURCES；SPROUT_INSTAGRAM_STRATEGY,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。Instagram 的功能、指标和推荐机制会变，策略要定期对齐最新平台信号。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每月查看 Instagram Best Practices、Hootsuite 和 Sprout 的平台更新。；把变化分成必须调整、可以测试、暂不相关三类。；只对自己的账号数据验证有效后，才写入长期 SOP。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,更新检查次数；新机制测试数；测试成功率；对方主动回应率；重复互动率,平台更新；算法；Best Practices；学习提升；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-09；IGS-S9-09；IGS-S3-06,cards/IGS-S9-02.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-03,系统训练视觉生产能力,S9,学习提升策略,提升主页可信感；形成可信专业感；提供小帮助,Carousel 策略；Story 策略；资源互助策略,提升专业感；降低怀疑感；提升安全感,CANVA_SOCIAL_MEDIA_MASTERY；COURSERA_DIGITAL_MARKETING_CANVA；HUBSPOT_INSTAGRAM,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。视觉不是装饰，而是降低理解成本和提升信任感的运营资产。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,建立账号套件：颜色、字体、按钮、封面、图标和照片风格。；每周复盘 3 个高表现设计，分析信息层级、留白、标题和行动入口。；把小资源、Carousel 和 Story 模板化，减少临时设计导致的不一致。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,模板复用率；封面点击率；视觉一致性问题数；对方主动回应率；重复互动率,视觉设计；Canva；模板；账号一致性；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-05；IGS-S9-08,cards/IGS-S9-03.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-04,训练可复用写作系统,S9,学习提升策略,形成可信专业感；开启自然互动；降低陌生防备,Reels 策略；Carousel 策略；Bio 策略,提升专业感；提升被理解感；提升持续关注理由,EVERYBODY_WRITES；MADE_TO_STICK；HUBSPOT_INSTAGRAM,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。稳定内容质量来自写作系统，而不是每次临场找灵感。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,为标题、开头、案例、CTA、私信回复各建立 10 个模板。；每条内容发布前做一次删减：删抽象词、删重复句、删无关背景。；把高表现文案拆成结构，沉淀进模板库。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,文案模板数量；内容生产时间；评论和保存率；对方主动回应率；重复互动率,写作系统；文案模板；内容写作；可复用；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-03；IGS-S9-08；IGS-S3-09,cards/IGS-S9-04.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-05,建立说服伦理清单,S9,学习提升策略,提升主页可信感；建立长期朋友关系；提高后续对话率,私信策略；资源互助策略；Bio 策略,提升安全感；降低怀疑感；提升互惠感,CIALDINI_INFLUENCE；CIALDINI_PRESUASION；NONVIOLENT_COMMUNICATION,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。说服技巧必须服务对方利益；透明、可选择和不夸大，是长期信任的底线。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每次活动前检查：是否夸大结果、是否隐藏条件、是否制造不必要焦虑。；小资源和私信里说明适用对象和不适用对象。；所有紧迫感、社会认同和权威证明都必须真实可解释。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,对方投诉数；取消关注率；信任类反馈；对方主动回应率；重复互动率,说服伦理；互惠；预先说服；安全感；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-07；IGS-S9-06；IGS-S5-04,cards/IGS-S9-05.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-06,练习提问和倾听能力,S9,学习提升策略,开启私信对话；提高后续对话率；建立长期朋友关系,私信策略；评论策略；Story 策略,提升被理解感；提升安全感；降低陌生感,NEVER_SPLIT_DIFFERENCE；CARNEGIE；NONVIOLENT_COMMUNICATION,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。提问质量决定对话质量，好的运营不是更会说，而是更会听出对方真正的顾虑。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每周复盘 10 段私信，标出哪里过早建议、哪里没有追问。；为常见场景准备开放问题、澄清问题和校准问题。；训练回复前先总结对方意思，再给建议。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,二次回复率；对方补充信息量；私信满意反馈；对方主动回应率；重复互动率,倾听；提问；私信训练；沟通；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-06；IGS-S9-G14；IGS-S4-06,cards/IGS-S9-06.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-07,补齐数据实验能力,S9,学习提升策略,发现合适陌生人；降低陌生防备；提供小帮助,Reels 策略；Carousel 策略；资源互助策略,提升专业感；提升安全感,CXL_INSTITUTE；GOOGLE_SKILLSHOP_DIGITAL_MARKETING；SPROUT_SOCIAL_GUIDES,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。数据能力不是做复杂报表，而是能提出假设、测试变量、判断是否继续。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每周写一个假设，例如“问题型封面会提高 Carousel 完读”。；明确变量、样本周期和判断指标，避免发布后才找理由。；把实验结论写入内容 SOP，而不是停留在截图收藏。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,实验完成数；有效结论数；SOP 更新数；对方主动回应率；重复互动率,数据实验；增长；CXL；复盘能力；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-01；IGS-S9-G21,cards/IGS-S9-07.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-08,建立优秀案例拆解库,S9,学习提升策略,发现合适陌生人；形成可信专业感；提升主页可信感,Reels 策略；Carousel 策略；Story 策略,提升专业感；提升持续关注理由；提升真实感,HUBSPOT_INSTAGRAM；BUFFER_INSTAGRAM；SPROUT_INSTAGRAM_STRATEGY,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。拆解不是模仿外壳，而是学习别人如何组织受众、信息、证据和行动。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每周拆 5 条同领域和跨领域内容，记录钩子、结构、证据、CTA、视觉。；只提炼结构，不复制具体表达和创意资产。；把可迁移结构放入选题库，用自己的对方语言重写。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,案例拆解数；迁移后内容表现；原创度审查通过率；对方主动回应率；重复互动率,案例拆解；swipe file；内容学习；结构；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-09；IGS-S9-02；IGS-S1-07,cards/IGS-S9-08.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S9-09,季度更新完整 Instagram 策略,S9,学习提升策略,建立长期朋友关系；形成可信专业感；发现合适陌生人,Bio 策略；Reels 策略；社群/圈层策略,提升专业感；提升持续关注理由；提升安全感,SPROUT_INSTAGRAM_STRATEGY；HOOTSUITE_INSTAGRAM_RESOURCES；THIS_IS_MARKETING,学习提升要服务更真诚、更稳定的关系能力，而不是堆技巧。策略不是一次性文件；对方、平台和关系目标变化后，需要回到定位和数据重新选择。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,每季度复盘定位、内容支柱、主页、小资源、互动、私信和数据。；保留有效资产，停止低质量高消耗动作。；为下一季度设置一个主目标、两个辅助目标和三项关键实验。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,季度目标达成率；停止动作数量；关键实验完成率；对方主动回应率；重复互动率,季度复盘；策略更新；Instagram 策略；长期运营；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S8-09；IGS-S9-02,cards/IGS-S9-09.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G01,新认识的人来源画像,S1,陌生人画像与边界策略,降低陌生防备；形成可信专业感,Bio 策略；社群/圈层策略,提升被理解感；降低陌生感,THIS_IS_MARKETING；GOOGLE_SKILLSHOP_DIGITAL_MARKETING,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。新关注来自 Reels 推荐、搜索、评论区或朋友转发时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“新认识的人来源画像”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：新关注来自 Reels 推荐、搜索、评论区或朋友转发时。；具体动作：在对方记录里标注来源，并为每个来源写一句不同的欢迎语。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,新认识的人来源画像执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,新认识的人来源画像；新关注来自 Reels 推荐、搜索、评论区或朋友转发；在对方记录里标注来源，并为每个来源写；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-01；IGS-S1-G16,cards/IGS-S1-G01.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G02,三层痛点地图,S1,陌生人画像与边界策略,开启私信对话；提升主页可信感,Story 策略；私信策略,提升安全感；降低怀疑感,GOOGLE_SKILLSHOP_DIGITAL_MARKETING；CXL_INSTITUTE,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。对方表达的问题停留在表面症状时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“三层痛点地图”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方表达的问题停留在表面症状时。；具体动作：把痛点拆成外显问题、隐藏焦虑、真正想要的结果。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,三层痛点地图执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,三层痛点地图；对方表达的问题停留在表面症状；把痛点拆成外显问题、隐藏焦虑、真正想；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-09；IGS-S1-G17,cards/IGS-S1-G02.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G03,反画像排除,S1,陌生人画像与边界策略,开启自然互动；建立长期朋友关系,Carousel 策略；评论策略,提升参与感；提升持续关注理由,CXL_INSTITUTE；HBR_BETTER_LISTENER,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。账号想服务所有人导致表达发散时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“反画像排除”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：账号想服务所有人导致表达发散时。；具体动作：写清楚不想认识谁、能帮谁、不解决什么问题、不承诺什么结果。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,反画像排除执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,反画像排除；账号想服务所有人导致表达发散；写清楚不想认识谁、能帮谁、不解决什么问题、不承；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-08；IGS-S1-G18,cards/IGS-S1-G03.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G04,小众人群用语扫描,S1,陌生人画像与边界策略,降低陌生防备；形成可信专业感,Bio 策略；社群/圈层策略,提升被理解感；降低陌生感,HBR_BETTER_LISTENER；CNVC_FEELINGS_NEEDS,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。文案听起来像账号自嗨时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“小众人群用语扫描”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：文案听起来像账号自嗨时。；具体动作：从评论、私信和竞品评论区收集 30 句对方原话。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小众人群用语扫描执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小众人群用语扫描；文案听起来像账号自嗨；从评论、私信和竞品评论区收集 30 ；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-01；IGS-S1-G19,cards/IGS-S1-G04.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G05,继续互动动机四象限,S1,陌生人画像与边界策略,开启私信对话；提升主页可信感,Story 策略；私信策略,提升安全感；降低怀疑感,CNVC_FEELINGS_NEEDS；THIS_IS_MARKETING,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。小资源或内容或服务吸引到大量低意向对方时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“继续互动动机四象限”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：小资源或内容或服务吸引到大量低意向对方时。；具体动作：按省时间、省钱、被认可、少犯错四类标注动机。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,继续互动动机四象限执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,继续互动动机四象限；小资源或内容或服务吸引到大量低意向对方；按省时间、省钱、被认可、少犯错四类标；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-09；IGS-S1-G20,cards/IGS-S1-G05.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G06,内容成熟度分层,S1,陌生人画像与边界策略,开启自然互动；建立长期朋友关系,Carousel 策略；评论策略,提升参与感；提升持续关注理由,THIS_IS_MARKETING；GOOGLE_SKILLSHOP_DIGITAL_MARKETING,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。同一条教程让新手看不懂、高手嫌浅时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“内容成熟度分层”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：同一条教程让新手看不懂、高手嫌浅时。；具体动作：把对方分为入门、执行、优化、放大四层并分别写选题。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,内容成熟度分层执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,内容成熟度分层；同一条教程让新手看不懂、高手嫌浅；把对方分为入门、执行、优化、放大四层；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-08；IGS-S1-G21,cards/IGS-S1-G06.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G07,常见误解标签,S1,陌生人画像与边界策略,降低陌生防备；形成可信专业感,Bio 策略；社群/圈层策略,提升被理解感；降低陌生感,GOOGLE_SKILLSHOP_DIGITAL_MARKETING；CXL_INSTITUTE,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。对方反复问同一个基础误解时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“常见误解标签”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方反复问同一个基础误解时。；具体动作：为误解建标签并做成 FAQ、置顶帖和私信快捷回复。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,常见误解标签执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,常见误解标签；对方反复问同一个基础误解；为误解建标签并做成 FAQ、置顶帖和；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-01；IGS-S1-G22,cards/IGS-S1-G07.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G08,关键人生事件入口,S1,陌生人画像与边界策略,开启私信对话；提升主页可信感,Story 策略；私信策略,提升安全感；降低怀疑感,CXL_INSTITUTE；HBR_BETTER_LISTENER,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。想认识的人只有模糊画像时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“关键人生事件入口”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：想认识的人只有模糊画像时。；具体动作：找出他们最可能需要你的三个事件节点并围绕节点写内容。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,关键人生事件入口执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,关键人生事件入口；想认识的人只有模糊画像；找出他们最可能需要你的三个事件节点并；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-09；IGS-S1-G23,cards/IGS-S1-G08.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G09,关注前疑虑清单,S1,陌生人画像与边界策略,开启自然互动；建立长期朋友关系,Carousel 策略；评论策略,提升参与感；提升持续关注理由,HBR_BETTER_LISTENER；CNVC_FEELINGS_NEEDS,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。主页访问多但关注少时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“关注前疑虑清单”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：主页访问多但关注少时。；具体动作：列出对方关注前的五个担心并逐一放到 Bio、置顶和 Highlight。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,关注前疑虑清单执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,关注前疑虑清单；主页访问多但关注少；列出对方关注前的五个担心并逐一放到 ；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-08；IGS-S1-G24,cards/IGS-S1-G09.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S1-G10,同温层账号列表,S1,陌生人画像与边界策略,降低陌生防备；形成可信专业感,Bio 策略；社群/圈层策略,提升被理解感；降低陌生感,CNVC_FEELINGS_NEEDS；THIS_IS_MARKETING,这条策略先帮你判断哪些陌生人值得认识、从什么共同语境开始互动。主动互动不知道去哪找人时，定位要落到对方语言、情境和行动能力，而不是只写年龄、职业或兴趣；“同温层账号列表”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：主动互动不知道去哪找人时。；具体动作：建立 50 个受众重合账号清单，按互动质量排序。；落地要求：沉淀到想认识的人画像、语言库或选题库里，并在下一轮内容中使用。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,同温层账号列表执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,同温层账号列表；主动互动不知道去哪找人；建立 50 个受众重合账号清单，按互；陌生人画像与边界策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S2-01；IGS-S1-G19,cards/IGS-S1-G10.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
