source,target,relation,reason
strategy:IGS-S9-04,strategy:IGS-S8-03,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-04,strategy:IGS-S9-08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-04,strategy:IGS-S3-09,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-05,strategy:IGS-S8-07,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-05,strategy:IGS-S9-06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-05,strategy:IGS-S5-04,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-06,strategy:IGS-S8-06,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-06,strategy:IGS-S9-G14,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-06,strategy:IGS-S4-06,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-07,strategy:IGS-S8-01,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-07,strategy:IGS-S9-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-08,strategy:IGS-S8-09,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-08,strategy:IGS-S9-02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S9-08,strategy:IGS-S1-07,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S9-09,strategy:IGS-S8-09,depends_on,承接上一阶段 S8 的定位、信任或互动基础
strategy:IGS-S9-09,strategy:IGS-S9-02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G01,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G01,strategy:IGS-S1-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G02,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G02,strategy:IGS-S1-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G03,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G03,strategy:IGS-S1-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G04,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G04,strategy:IGS-S1-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G05,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G05,strategy:IGS-S1-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G06,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G06,strategy:IGS-S1-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G07,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G07,strategy:IGS-S1-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G08,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G08,strategy:IGS-S1-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G09,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G09,strategy:IGS-S1-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G10,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G10,strategy:IGS-S1-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G11,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G11,strategy:IGS-S1-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G12,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G12,strategy:IGS-S1-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G13,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G13,strategy:IGS-S1-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G14,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G14,strategy:IGS-S1-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G15,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G15,strategy:IGS-S1-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G16,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G16,strategy:IGS-S1-G01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G17,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G17,strategy:IGS-S1-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G18,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G18,strategy:IGS-S1-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G19,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G19,strategy:IGS-S1-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G20,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G20,strategy:IGS-S1-G05,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G21,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G21,strategy:IGS-S1-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G22,strategy:IGS-S2-01,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G22,strategy:IGS-S1-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G23,strategy:IGS-S2-09,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G23,strategy:IGS-S1-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S1-G24,strategy:IGS-S2-08,continues_to,可继续推进到下一阶段 S2
strategy:IGS-S1-G24,strategy:IGS-S1-G09,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G01,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G01,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G01,strategy:IGS-S2-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G02,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G02,strategy:IGS-S3-05,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G02,strategy:IGS-S2-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G03,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G03,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G03,strategy:IGS-S2-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G04,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G04,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G04,strategy:IGS-S2-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G05,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G05,strategy:IGS-S3-04,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G05,strategy:IGS-S2-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G06,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G06,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G06,strategy:IGS-S2-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G07,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G07,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G07,strategy:IGS-S2-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G08,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G08,strategy:IGS-S3-04,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G08,strategy:IGS-S2-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G09,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G09,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G09,strategy:IGS-S2-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G10,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G10,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G10,strategy:IGS-S2-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G11,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G11,strategy:IGS-S3-04,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G11,strategy:IGS-S2-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G12,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G12,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G12,strategy:IGS-S2-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G13,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G13,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G13,strategy:IGS-S2-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G14,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G14,strategy:IGS-S3-04,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G14,strategy:IGS-S2-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G15,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G15,strategy:IGS-S3-G22,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G15,strategy:IGS-S2-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G16,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G16,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G16,strategy:IGS-S2-G01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G17,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G17,strategy:IGS-S3-05,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G17,strategy:IGS-S2-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G18,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G18,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G18,strategy:IGS-S2-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G19,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G19,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G19,strategy:IGS-S2-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G20,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G20,strategy:IGS-S3-04,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G20,strategy:IGS-S2-G05,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G21,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G21,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G21,strategy:IGS-S2-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G22,strategy:IGS-S1-G22,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G22,strategy:IGS-S3-09,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G22,strategy:IGS-S2-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G23,strategy:IGS-S1-06,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G23,strategy:IGS-S3-04,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G23,strategy:IGS-S2-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S2-G24,strategy:IGS-S1-07,depends_on,承接上一阶段 S1 的定位、信任或互动基础
strategy:IGS-S2-G24,strategy:IGS-S3-06,continues_to,可继续推进到下一阶段 S3
strategy:IGS-S2-G24,strategy:IGS-S2-G09,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G01,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G01,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G01,strategy:IGS-S3-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G02,strategy:IGS-S2-06,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G02,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G02,strategy:IGS-S3-G26,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G02,strategy:IGS-S3-G23,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G03,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G03,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G03,strategy:IGS-S3-G27,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G03,strategy:IGS-S3-G24,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G04,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G04,strategy:IGS-S4-04,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G04,strategy:IGS-S3-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G04,strategy:IGS-S3-G25,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G05,strategy:IGS-S2-05,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G05,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G05,strategy:IGS-S3-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G06,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G06,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G06,strategy:IGS-S3-G30,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G06,strategy:IGS-S3-G27,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G07,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G07,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G07,strategy:IGS-S3-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G08,strategy:IGS-S2-05,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G08,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G08,strategy:IGS-S3-G29,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G09,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G09,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G09,strategy:IGS-S3-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G10,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G10,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G10,strategy:IGS-S3-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G10,strategy:IGS-S3-G25,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G11,strategy:IGS-S2-G22,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G11,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G11,strategy:IGS-S3-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G11,strategy:IGS-S3-G26,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G12,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G12,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G12,strategy:IGS-S3-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G12,strategy:IGS-S3-G27,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G13,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G13,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G13,strategy:IGS-S3-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G13,strategy:IGS-S8-08,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G14,strategy:IGS-S2-06,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G14,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G14,strategy:IGS-S3-03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G14,strategy:IGS-S8-03,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G15,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G15,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G15,strategy:IGS-S3-G27,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G15,strategy:IGS-S3-G30,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G16,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G16,strategy:IGS-S4-04,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G16,strategy:IGS-S3-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G16,strategy:IGS-S3-G01,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G17,strategy:IGS-S2-05,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G17,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G17,strategy:IGS-S3-G29,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G17,strategy:IGS-S3-G23,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G18,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G18,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G18,strategy:IGS-S3-G30,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G18,strategy:IGS-S3-G24,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G19,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G19,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G19,strategy:IGS-S3-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G19,strategy:IGS-S3-G25,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G20,strategy:IGS-S2-05,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G20,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G20,strategy:IGS-S3-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G20,strategy:IGS-S3-G05,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G21,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G21,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G21,strategy:IGS-S3-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G21,strategy:IGS-S3-G27,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G22,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G22,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G22,strategy:IGS-S3-G10,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G22,strategy:IGS-S3-G01,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G23,strategy:IGS-S2-G22,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G23,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G23,strategy:IGS-S3-G11,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G23,strategy:IGS-S3-G02,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G24,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G24,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G24,strategy:IGS-S3-G12,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G24,strategy:IGS-S3-G09,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G25,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G25,strategy:IGS-S4-05,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G25,strategy:IGS-S3-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G26,strategy:IGS-S2-06,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G26,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G26,strategy:IGS-S3-G14,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G26,strategy:IGS-S3-G05,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G27,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G27,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G27,strategy:IGS-S3-G15,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G27,strategy:IGS-S3-G06,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G28,strategy:IGS-S2-G24,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G28,strategy:IGS-S4-04,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G28,strategy:IGS-S3-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G28,strategy:IGS-S8-08,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S3-G29,strategy:IGS-S2-05,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G29,strategy:IGS-S4-03,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G29,strategy:IGS-S3-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G30,strategy:IGS-S2-09,depends_on,承接上一阶段 S2 的定位、信任或互动基础
strategy:IGS-S3-G30,strategy:IGS-S4-06,continues_to,可继续推进到下一阶段 S4
strategy:IGS-S3-G30,strategy:IGS-S3-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S3-G30,strategy:IGS-S3-G09,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S4-G01,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G01,strategy:IGS-S5-G28,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G01,strategy:IGS-S4-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G02,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G02,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G02,strategy:IGS-S4-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G03,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G03,strategy:IGS-S5-08,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G03,strategy:IGS-S4-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G04,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G04,strategy:IGS-S5-G28,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G04,strategy:IGS-S4-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G05,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G05,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G05,strategy:IGS-S4-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G06,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G06,strategy:IGS-S5-09,continues_to,可继续推进到下一阶段 S5
